Order_ID,Order_Date,Customer_Name,Customer_Segment,Country,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Total_Sales,Shipping_Cost,Profit,Payment_Method,Expected_Total_Sales,Recorded_Total_Sales,Sales_Match,Year,Month,Month_Name,Quarter,Profit_Margin,Shipping_Cost_Ratio
ORD-10364,2024-05-28,Yuki Johnson,Corporate,Germany,Europe,Clothing & Accessories,Leather Wallet Minimalist,3,50.33,10,135.89,11.44,48.95,Paypal,135.89,135.89,True,2024,5,May,2,0.36021782323938484,0.08418573846493488
ORD-10445,2024-05-28,Giulia Miller,Consumer,Mexico,North America,Office Supplies,Premium Notebook Set A5,1,23.24,10,20.92,7.37,3.09,Paypal,20.92,20.92,True,2024,5,May,2,0.1477055449330784,0.3522944550669216
ORD-10584,2024-05-28,Fatima Smith,Consumer,Argentina,South America,Clothing & Accessories,Polarized Sunglasses,6,79.95,0,479.7,23.09,216.76,Credit Card,479.7,479.7,True,2024,5,May,2,0.451865749426725,0.048134250573274966
ORD-11658,2024-05-29,Hanna Kim,Consumer,Saudi Arabia,Middle East & Africa,Office Supplies,Desk Calendar 2025,1,14.73,0,14.73,12.36,-4.26,Credit Card,14.73,14.73,True,2024,5,May,2,-0.2892057026476578,0.8391038696537677
ORD-11765,2024-05-29,Emma Weber,Corporate,Colombia,South America,Office Supplies,Whiteboard Markers Set 8,4,15.35,10,55.26,13.12,14.51,Cash On Delivery,55.26,55.26,True,2024,5,May,2,0.2625769091567137,0.23742309084328628
ORD-10441,2024-05-30,Susan Kumar,Consumer,Canada,North America,Technology,Wireless Bluetooth Headphones,1,171.98,10,154.78,7.29,52.9,Credit Card,154.78,154.78,True,2024,5,May,2,0.34177542318128956,0.047099108411939525
ORD-10898,2024-05-31,Diego Schmidt,Consumer,South Africa,Middle East & Africa,Furniture,Monitor Riser Wood,1,67.18,0,67.18,12.09,14.78,Paypal,67.18,67.18,True,2024,5,May,2,0.2200059541530217,0.17996427508186957
ORD-11164,2024-05-31,Sophie Weber,Consumer,United States,North America,Technology,Wireless Ergonomic Mouse,5,27.93,15,118.7,14.98,26.91,Paypal,118.7,118.7,True,2024,5,May,2,0.22670598146588036,0.1262005054759899
ORD-11588,2024-06-01,Joseph Martinez,Consumer,Australia,Asia Pacific,Office Supplies,Whiteboard Markers Set 8,2,8.62,15,14.65,10.07,-3.18,Credit Card,14.65,14.65,True,2024,6,June,2,-0.21706484641638227,0.6873720136518772
ORD-11686,2024-06-02,Li Khan,Home Office,Germany,Europe,Furniture,Floating Wall Shelves Set,7,77.63,15,461.9,11.64,124.21,Credit Card,461.9,461.9,True,2024,6,June,2,0.26891101970123404,0.02520025979649275
ORD-10117,2024-06-03,Nadia Pereira,Consumer,India,Asia Pacific,Office Supplies,Whiteboard Markers Set 8,2,18.62,10,33.52,12.51,4.25,Bank Transfer,33.52,33.52,True,2024,6,June,2,0.12678997613365153,0.3732100238663484
ORD-11074,2024-06-03,Wei Taylor,Home Office,Japan,Asia Pacific,Furniture,Standing Desk Converter,2,205.48,5,390.41,12.79,131.04,Credit Card,390.41,390.41,True,2024,6,June,2,0.3356471401859583,0.03276043134141031
ORD-10345,2024-06-04,Michael Yamamoto,Consumer,United States,North America,Furniture,Standing Desk Converter,2,212.46,5,403.67,8.24,140.48,Cash On Delivery,403.67,403.67,True,2024,6,June,2,0.34800703544974854,0.02041271335496817
ORD-11815,2024-06-04,Joseph Johansson,Consumer,Mexico,North America,Furniture,Mesh Back Task Chair,2,232.65,0,465.3,6.74,179.38,Credit Card,465.3,465.3,True,2024,6,June,2,0.38551472168493445,0.014485278315065549
ORD-10157,2024-06-05,Xiao Kumar,Home Office,Australia,Asia Pacific,Clothing & Accessories,Silk Tie Collection,1,33.98,5,32.28,9.63,5.66,Cash On Delivery,32.28,32.28,True,2024,6,June,2,0.17534076827757125,0.2983271375464684
ORD-11803,2024-06-07,Wei Costa,Home Office,Argentina,South America,Clothing & Accessories,Polarized Sunglasses,1,47.83,20,38.26,10.96,3.38,Credit Card,38.26,38.26,True,2024,6,June,2,0.08834291688447465,0.2864610559330894
ORD-10734,2024-06-08,Elizabeth Taylor,Corporate,Italy,Europe,Office Supplies,Highlighters Neon Pack 6,1,10.5,0,10.5,8.64,-2.87,Credit Card,10.5,10.5,True,2024,6,June,2,-0.2733333333333333,0.822857142857143
ORD-10302,2024-06-09,Emma Tanaka,Home Office,Argentina,South America,Furniture,Monitor Riser Wood,3,26.36,15,67.22,14.59,5.18,Paypal,67.22,67.22,True,2024,6,June,2,0.07706039869086581,0.21704849747099078
ORD-11365,2024-06-09,Olga Romano,Consumer,Canada,North America,Clothing & Accessories,Cotton Formal Shirt,3,63.86,5,182.0,10.77,75.44,Paypal,182.0,182.0,True,2024,6,June,2,0.4145054945054945,0.05917582417582418
ORD-11759,2024-06-09,Amir Hassan,Consumer,United States,North America,Clothing & Accessories,Canvas Messenger Bag,3,29.47,10,79.57,12.1,23.26,Credit Card,79.57,79.57,True,2024,6,June,2,0.2923212265929371,0.15206736207113233
ORD-11750,2024-06-10,Olga Robinson,Consumer,United States,North America,Clothing & Accessories,Cotton Formal Shirt,1,26.54,5,25.21,6.91,5.03,Cash On Delivery,25.21,25.21,True,2024,6,June,2,0.19952399841332805,0.27409758032526776
ORD-10557,2024-06-12,Joseph Russo,Consumer,Australia,Asia Pacific,Clothing & Accessories,Wool Blend Scarf,5,49.62,10,223.29,20.46,78.78,Cash On Delivery,223.29,223.29,True,2024,6,June,2,0.35281472524519686,0.09162971919924762
ORD-10897,2024-06-12,Karen Smith,Consumer,Colombia,South America,Technology,Tablet Stand Holder,3,44.11,0,132.33,13.19,46.36,Credit Card,132.33,132.33,True,2024,6,June,2,0.3503362805108441,0.09967505478727423
ORD-11738,2024-06-12,Chen Tanaka,Corporate,China,Asia Pacific,Technology,Wireless Ergonomic Mouse,4,65.92,15,224.13,12.79,66.32,Paypal,224.13,224.13,True,2024,6,June,2,0.2958997010663454,0.05706509614955606
ORD-11737,2024-06-14,Sarah Jackson,Corporate,South Africa,Middle East & Africa,Technology,Noise Cancelling Earbuds,2,187.45,15,318.66,15.26,97.21,Cash On Delivery,318.66,318.66,True,2024,6,June,2,0.3050586832360509,0.047888031130358374
ORD-10547,2024-06-15,Olivia Pereira,Home Office,United States,North America,Clothing & Accessories,Cotton Formal Shirt,1,41.69,5,39.61,5.53,13.23,Paypal,39.61,39.61,True,2024,6,June,2,0.33400656399899015,0.13961120929058318
ORD-10882,2024-06-15,Yuki Thompson,Home Office,Canada,North America,Office Supplies,Paper Clips Box 500pc,2,3.65,5,6.94,9.09,-5.45,Paypal,6.94,6.93,True,2024,6,June,2,-0.7853025936599424,1.3097982708933718
ORD-11303,2024-06-15,Ahmed Singh,Corporate,Mexico,North America,Technology,Noise Cancelling Earbuds,5,190.99,5,907.2,14.34,367.64,Bank Transfer,907.2,907.2,True,2024,6,June,2,0.4052469135802469,0.015806878306878307
ORD-11882,2024-06-16,Liam Kim,Consumer,Italy,Europe,Furniture,Floating Wall Shelves Set,2,50.55,0,101.1,11.26,29.18,Paypal,101.1,101.1,True,2024,6,June,2,0.28862512363996046,0.11137487636003957
ORD-10227,2024-06-18,Linda Suzuki,Corporate,Canada,North America,Clothing & Accessories,Polarized Sunglasses,5,61.44,5,291.84,10.22,128.02,Credit Card,291.84,291.84,True,2024,6,June,2,0.43866502192982465,0.03501918859649123
ORD-10556,2024-06-18,Pierre Jackson,Corporate,Argentina,South America,Furniture,Bookshelf 5-Tier,6,84.46,10,456.08,22.68,129.34,Credit Card,456.08,456.08,True,2024,6,June,2,0.2835905981406771,0.04972811787405718
ORD-10884,2024-06-18,Barbara Dubois,Corporate,Canada,North America,Technology,Laptop Stand Adjustable,4,53.44,10,192.38,10.74,64.07,Credit Card,192.38,192.38,True,2024,6,June,2,0.3330387774196902,0.05582700904459923
ORD-11188,2024-06-19,Xiao Johnson,Consumer,Mexico,North America,Clothing & Accessories,Polarized Sunglasses,2,39.41,5,74.88,8.06,27.41,Paypal,74.88,74.88,True,2024,6,June,2,0.36605235042735046,0.10763888888888891
ORD-11340,2024-06-19,Carlos Thompson,Consumer,Argentina,South America,Technology,Wireless Bluetooth Headphones,1,214.3,5,203.58,11.22,74.5,Credit Card,203.58,203.59,True,2024,6,June,2,0.3659495038805383,0.05511346890657236
ORD-11325,2024-06-20,Olga Suzuki,Consumer,Canada,North America,Technology,Portable External SSD 1TB,6,88.33,5,503.48,13.32,198.67,Paypal,503.48,503.48,True,2024,6,June,2,0.39459362834670686,0.026455867164534838
ORD-11447,2024-06-20,Ali Sato,Corporate,Canada,North America,Clothing & Accessories,Canvas Messenger Bag,2,73.45,5,139.56,6.29,59.82,Cash On Delivery,139.56,139.56,True,2024,6,June,2,0.4286328460877042,0.045070220693608484
ORD-10822,2024-06-21,Ethan Johnson,Home Office,India,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,1,47.32,10,42.59,10.74,8.19,Cash On Delivery,42.59,42.59,True,2024,6,June,2,0.1922986616576661,0.2521718713312984
ORD-11747,2024-06-21,Ava Patel,Home Office,Nigeria,Middle East & Africa,Clothing & Accessories,Cotton Formal Shirt,2,34.14,5,64.87,13.94,16.79,Paypal,64.87,64.87,True,2024,6,June,2,0.25882534299367965,0.21489132110374592
ORD-11084,2024-06-22,Sakura Müller,Corporate,Spain,Europe,Furniture,Bookshelf 5-Tier,1,141.5,0,141.5,7.9,48.7,Credit Card,141.5,141.5,True,2024,6,June,2,0.3441696113074205,0.05583038869257951
ORD-10983,2024-06-23,Nadia Zhang,Consumer,India,Asia Pacific,Furniture,Desk Organizer Set,9,55.5,5,474.52,19.93,154.89,Cash On Delivery,474.52,474.52,True,2024,6,June,2,0.3264140605243193,0.0420003371828374
ORD-11777,2024-06-23,Nadia Anderson,Consumer,Spain,Europe,Office Supplies,Highlighters Neon Pack 6,3,8.11,15,20.68,14.26,-4.53,Paypal,20.68,20.68,True,2024,6,June,2,-0.2190522243713733,0.6895551257253385
ORD-10278,2024-06-24,Marco Sharma,Consumer,Argentina,South America,Furniture,Standing Desk Converter,7,303.29,15,1804.58,18.54,512.22,Paypal,1804.58,1804.58,True,2024,6,June,2,0.2838444402575669,0.010273858737213091
ORD-11466,2024-06-24,Oscar Miller,Corporate,Saudi Arabia,Middle East & Africa,Technology,Webcam HD 1080p,1,68.39,20,54.71,12.38,4.72,Bank Transfer,54.71,54.71,True,2024,6,June,2,0.08627307622006945,0.22628404313653813
ORD-11816,2024-06-24,Omar Russo,Consumer,China,Asia Pacific,Office Supplies,Binder Clips Assorted 48pc,2,9.72,10,17.5,12.92,-4.17,Paypal,17.5,17.5,True,2024,6,June,2,-0.2382857142857143,0.7382857142857143
ORD-10144,2024-06-25,Carlos Schmidt,Home Office,France,Europe,Office Supplies,Sticky Notes Multicolor 6-Pack,2,14.53,5,27.61,11.77,2.76,Cash On Delivery,27.61,27.61,True,2024,6,June,2,0.09996378123868163,0.4262948207171315
ORD-10012,2024-06-26,Thomas Rodriguez,Corporate,Brazil,South America,Furniture,Folding Table Portable,1,78.08,10,70.27,11.96,11.46,Credit Card,70.27,70.27,True,2024,6,June,2,0.16308524263554863,0.1702006546179024
ORD-11415,2024-06-26,Nadia Davis,Home Office,Mexico,North America,Office Supplies,Stapler Full-Size,5,9.54,0,47.7,11.65,14.59,Credit Card,47.7,47.7,True,2024,6,June,2,0.30587002096436056,0.2442348008385744
ORD-11265,2024-06-28,Maria Hassan,Consumer,France,Europe,Furniture,Mesh Back Task Chair,3,122.5,0,367.5,9.35,137.65,Credit Card,367.5,367.5,True,2024,6,June,2,0.37455782312925173,0.025442176870748297
ORD-11311,2024-06-28,Sophie Li,Consumer,Japan,Asia Pacific,Furniture,Monitor Riser Wood,2,33.34,0,66.68,11.35,15.32,Credit Card,66.68,66.68,True,2024,6,June,2,0.22975404919016196,0.17021595680863824
ORD-11688,2024-06-29,Hans Schmidt,Consumer,Mexico,North America,Office Supplies,Binder Clips Assorted 48pc,8,14.05,0,112.4,18.76,43.06,Paypal,112.4,112.4,True,2024,6,June,2,0.38309608540925266,0.16690391459074733
ORD-10121,2024-06-30,Maria Weber,Corporate,Spain,Europe,Clothing & Accessories,Polarized Sunglasses,3,22.89,20,54.94,11.77,8.83,Credit Card,54.94,54.94,True,2024,6,June,2,0.16072078631234074,0.21423370950127413
ORD-11099,2024-06-30,Priya Robinson,Consumer,Mexico,North America,Clothing & Accessories,Wool Blend Scarf,1,52.83,10,47.55,6.13,15.0,Credit Card,47.55,47.55,True,2024,6,June,2,0.3154574132492114,0.12891692954784437
ORD-11660,2024-07-01,Fatima Robinson,Corporate,France,Europe,Technology,Wireless Ergonomic Mouse,2,28.41,10,51.14,9.34,10.55,Credit Card,51.14,51.14,True,2024,7,July,3,0.20629644114196324,0.1826359014470082
ORD-11768,2024-07-01,Joseph Singh,Consumer,Italy,Europe,Clothing & Accessories,Sports Water Bottle 750ml,1,23.88,5,22.69,9.01,1.74,Credit Card,22.69,22.69,True,2024,7,July,3,0.07668576465403261,0.3970912296165711
ORD-10513,2024-07-02,Maria Rossi,Consumer,Australia,Asia Pacific,Clothing & Accessories,Sports Water Bottle 750ml,6,25.8,20,123.84,23.22,23.22,Bank Transfer,123.84,123.84,True,2024,7,July,3,0.18749999999999997,0.18749999999999997
ORD-11850,2024-07-02,Omar Williams,Consumer,Mexico,North America,Furniture,Standing Desk Converter,7,157.04,0,1099.28,10.12,429.59,Credit Card,1099.28,1099.28,True,2024,7,July,3,0.3907921548650025,0.009206025762317152
ORD-11411,2024-07-03,Raj Weber,Consumer,Spain,Europe,Office Supplies,Whiteboard Markers Set 8,2,21.15,0,42.3,9.48,13.78,Paypal,42.3,42.3,True,2024,7,July,3,0.3257683215130024,0.22411347517730498
ORD-11498,2024-07-03,Omar Rodriguez,Corporate,Australia,Asia Pacific,Office Supplies,Desk Calendar 2025,2,16.71,10,30.08,13.99,1.05,Credit Card,30.08,30.08,True,2024,7,July,3,0.034906914893617025,0.46509308510638303
ORD-11352,2024-07-04,Ayumi Moreau,Consumer,Spain,Europe,Office Supplies,Highlighters Neon Pack 6,4,4.42,5,16.8,13.49,-4.65,Credit Card,16.8,16.8,True,2024,7,July,3,-0.2767857142857143,0.8029761904761905
ORD-10257,2024-07-05,Sarah Clark,Home Office,France,Europe,Office Supplies,Stapler Full-Size,1,15.39,0,15.39,9.15,-0.69,Bank Transfer,15.39,15.39,True,2024,7,July,3,-0.04483430799220273,0.594541910331384
ORD-10261,2024-07-05,Li Oliveira,Consumer,United States,North America,Office Supplies,Tape Dispenser Heavy Duty,5,8.34,15,35.44,7.59,9.1,Cash On Delivery,35.44,35.45,True,2024,7,July,3,0.2567720090293454,0.2141647855530474
ORD-10581,2024-07-05,Pierre Weber,Corporate,United Kingdom,Europe,Technology,Wireless Ergonomic Mouse,1,47.66,0,47.66,8.77,12.68,Cash On Delivery,47.66,47.66,True,2024,7,July,3,0.26605119597146454,0.18401174989509023
ORD-10691,2024-07-05,Felix Ahmed,Consumer,Germany,Europe,Technology,Wireless Ergonomic Mouse,2,52.81,0,105.62,10.99,36.54,Credit Card,105.62,105.62,True,2024,7,July,3,0.34595720507479644,0.10405226282900966
ORD-11189,2024-07-05,Clara Tanaka,Corporate,United States,North America,Furniture,Desk Organizer Set,1,31.63,5,30.05,5.84,5.23,Paypal,30.05,30.05,True,2024,7,July,3,0.17404326123128122,0.19434276206322795
ORD-10275,2024-07-06,Mary Clark,Consumer,Mexico,North America,Office Supplies,Desk Calendar 2025,7,11.86,5,78.87,17.15,24.36,Credit Card,78.87,78.87,True,2024,7,July,3,0.30886268543172307,0.21744643083555215
ORD-11450,2024-07-06,Li Rossi,Corporate,Spain,Europe,Technology,USB-C Hub Multiport Adapter,1,24.66,20,19.73,8.64,-2.47,Credit Card,19.73,19.73,True,2024,7,July,3,-0.12519006588950837,0.43791180942726815
ORD-11559,2024-07-06,Felix Smith,Consumer,Mexico,North America,Office Supplies,Desk Calendar 2025,8,19.36,10,139.39,9.27,60.42,Credit Card,139.39,139.39,True,2024,7,July,3,0.4334600760456274,0.06650405337542148
ORD-11225,2024-07-07,Christopher Brown,Corporate,Canada,North America,Technology,Wireless Ergonomic Mouse,3,42.03,10,113.48,6.85,37.28,Cash On Delivery,113.48,113.48,True,2024,7,July,3,0.3285160380683821,0.06036305956996827
ORD-11636,2024-07-07,Ingrid Davis,Consumer,Argentina,South America,Technology,Tablet Stand Holder,5,17.3,15,73.52,16.43,9.51,Cash On Delivery,73.52,73.52,True,2024,7,July,3,0.1293525571273123,0.2234766050054407
ORD-11706,2024-07-08,Priya Oliveira,Consumer,United Kingdom,Europe,Furniture,Ergonomic Office Chair,10,305.38,5,2901.11,14.57,1054.26,Credit Card,2901.11,2901.11,True,2024,7,July,3,0.3633988369968736,0.005022215634705337
ORD-10222,2024-07-09,Hanna White,Consumer,France,Europe,Clothing & Accessories,Travel Backpack 30L,3,59.82,20,143.57,9.58,44.26,Bank Transfer,143.57,143.57,True,2024,7,July,3,0.3082816744445218,0.06672703210977224
ORD-10385,2024-07-09,Michael Schmidt,Corporate,Canada,North America,Office Supplies,Whiteboard Markers Set 8,1,19.83,20,15.86,6.8,0.14,Credit Card,15.86,15.86,True,2024,7,July,3,0.008827238335435058,0.4287515762925599
ORD-11508,2024-07-09,Ivan Ahmed,Home Office,United States,North America,Clothing & Accessories,Canvas Messenger Bag,2,86.73,10,156.11,9.75,59.63,Credit Card,156.11,156.11,True,2024,7,July,3,0.38197424892703863,0.06245596054064441
ORD-10641,2024-07-10,Sophie Clark,Consumer,Germany,Europe,Clothing & Accessories,Leather Wallet Minimalist,11,19.0,5,198.55,16.19,77.86,Paypal,198.55,198.55,True,2024,7,July,3,0.39214303701838327,0.08154117350793251
ORD-11587,2024-07-10,Amina Clark,Home Office,Canada,North America,Clothing & Accessories,Canvas Messenger Bag,5,28.49,15,121.08,15.04,34.82,Paypal,121.08,121.08,True,2024,7,July,3,0.28757846052196895,0.12421539478031053
ORD-10095,2024-07-11,Karen Anderson,Corporate,United States,North America,Furniture,Mesh Back Task Chair,2,191.99,5,364.78,9.02,125.37,Credit Card,364.78,364.78,True,2024,7,July,3,0.34368660562530845,0.02472723285267833
ORD-11444,2024-07-11,Hans Fischer,Consumer,Australia,Asia Pacific,Office Supplies,Stapler Full-Size,3,9.42,0,28.26,15.8,-0.26,Paypal,28.26,28.26,True,2024,7,July,3,-0.009200283085633403,0.5590941259731068
ORD-11549,2024-07-11,Priya Jones,Consumer,Australia,Asia Pacific,Technology,Mechanical Gaming Keyboard,2,70.74,15,120.26,13.36,29.09,Paypal,120.26,120.26,True,2024,7,July,3,0.24189256610676865,0.11109263262930316
ORD-10516,2024-07-12,Olga Suzuki,Corporate,United States,North America,Technology,Portable External SSD 1TB,2,131.07,10,235.93,8.58,83.17,Credit Card,235.93,235.93,True,2024,7,July,3,0.35251981519942355,0.03636671894205908
ORD-10586,2024-07-13,Olivia Patel,Consumer,Australia,Asia Pacific,Technology,Webcam HD 1080p,3,50.5,10,136.35,10.6,42.42,Paypal,136.35,136.35,True,2024,7,July,3,0.3111111111111111,0.07774110744407774
ORD-10664,2024-07-14,John Ferrari,Consumer,United Kingdom,Europe,Clothing & Accessories,Travel Backpack 30L,6,68.26,5,389.08,18.45,165.85,Credit Card,389.08,389.08,True,2024,7,July,3,0.42626195126966177,0.047419553819265964
ORD-11142,2024-07-14,Ayumi Harris,Consumer,United Kingdom,Europe,Furniture,Floating Wall Shelves Set,1,95.79,15,81.42,8.97,14.98,Bank Transfer,81.42,81.42,True,2024,7,July,3,0.18398427904691722,0.11016949152542374
ORD-10824,2024-07-15,Pierre Rodriguez,Home Office,Mexico,North America,Technology,Mechanical Gaming Keyboard,2,150.27,10,270.49,6.15,99.04,Credit Card,270.49,270.49,True,2024,7,July,3,0.3661503197900107,0.022736515213131723
ORD-11343,2024-07-15,Amina Romano,Corporate,Uae,Middle East & Africa,Clothing & Accessories,Leather Belt Classic,1,25.15,20,20.12,13.22,-5.67,Cash On Delivery,20.12,20.12,True,2024,7,July,3,-0.2818091451292246,0.6570576540755467
ORD-11639,2024-07-15,Mia White,Corporate,Canada,North America,Furniture,Bookshelf 5-Tier,3,153.49,25,345.35,8.01,61.06,Credit Card,345.35,345.35,True,2024,7,July,3,0.1768061386998697,0.0231938613001303
ORD-10131,2024-07-16,Ali Oliveira,Consumer,Mexico,North America,Technology,Portable External SSD 1TB,1,115.3,10,103.77,6.68,33.67,Paypal,103.77,103.77,True,2024,7,July,3,0.3244675725161415,0.06437313289004529
ORD-10253,2024-07-19,David Garcia,Consumer,France,Europe,Furniture,Ergonomic Office Chair,4,425.29,5,1616.1,12.36,583.04,Paypal,1616.1,1616.1,True,2024,7,July,3,0.36076975434688446,0.007648041581585298
ORD-11402,2024-07-19,Li Davis,Home Office,United States,North America,Technology,Smart LED Desk Lamp,1,44.59,0,44.59,7.24,12.83,Cash On Delivery,44.59,44.59,True,2024,7,July,3,0.28773267548777753,0.16236824400089706
ORD-11398,2024-07-21,Mary Rodriguez,Consumer,United States,North America,Clothing & Accessories,Leather Belt Classic,1,23.76,10,21.38,6.5,3.0,Cash On Delivery,21.38,21.38,True,2024,7,July,3,0.14031805425631433,0.304022450888681
ORD-11857,2024-07-23,Mia Romano,Corporate,Japan,Asia Pacific,Technology,Wireless Bluetooth Headphones,3,215.99,10,583.17,14.33,212.46,Paypal,583.17,583.17,True,2024,7,July,3,0.3643191522197644,0.024572594612205706
ORD-11690,2024-07-24,William Chen,Corporate,France,Europe,Office Supplies,Sticky Notes Multicolor 6-Pack,6,13.61,5,77.58,20.53,20.3,Paypal,77.58,77.58,True,2024,7,July,3,0.2616653776746584,0.2646300592936324
ORD-10909,2024-07-25,Clara Leroy,Consumer,Australia,Asia Pacific,Furniture,Desk Organizer Set,4,43.36,10,156.1,16.06,35.98,Paypal,156.1,156.1,True,2024,7,July,3,0.23049327354260088,0.10288276745675848
ORD-10138,2024-07-26,Ali Jones,Consumer,Spain,Europe,Clothing & Accessories,Travel Backpack 30L,1,84.43,25,63.32,8.29,12.81,Bank Transfer,63.32,63.32,True,2024,7,July,3,0.20230574857864814,0.13092229943145925
ORD-11165,2024-07-26,Wei Sato,Consumer,Canada,North America,Technology,Wireless Bluetooth Headphones,5,142.01,0,710.05,12.04,307.48,Credit Card,710.05,710.05,True,2024,7,July,3,0.4330399267657208,0.016956552355467926
ORD-10340,2024-07-27,Priya Weber,Consumer,South Korea,Asia Pacific,Furniture,Folding Table Portable,3,51.54,5,146.89,16.14,37.98,Credit Card,146.89,146.89,True,2024,7,July,3,0.2585608278303492,0.10987814010484037
ORD-10388,2024-07-27,Linda Patel,Consumer,United Kingdom,Europe,Technology,Webcam HD 1080p,4,83.83,0,335.32,12.06,138.83,Cash On Delivery,335.32,335.32,True,2024,7,July,3,0.4140224263390195,0.03596564475724681
ORD-10868,2024-07-27,Sakura Jones,Corporate,United States,North America,Technology,Tablet Stand Holder,5,19.09,10,85.9,15.16,18.25,Credit Card,85.9,85.91,True,2024,7,July,3,0.21245634458672874,0.17648428405122235
ORD-11918,2024-07-27,Robert Khan,Consumer,Canada,North America,Technology,USB-C Hub Multiport Adapter,1,42.3,20,33.84,5.91,4.67,Credit Card,33.84,33.84,True,2024,7,July,3,0.13800236406619384,0.17464539007092197
ORD-10590,2024-07-28,Hans White,Home Office,Brazil,South America,Furniture,Folding Table Portable,1,58.82,15,50.0,11.29,3.42,Cash On Delivery,50.0,50.0,True,2024,7,July,3,0.0684,0.22579999999999997
ORD-11153,2024-07-28,Sarah Chen,Consumer,Germany,Europe,Furniture,Mesh Back Task Chair,11,296.08,5,3094.04,23.46,1116.45,Bank Transfer,3094.04,3094.04,True,2024,7,July,3,0.3608389031816008,0.007582319556308258
ORD-11654,2024-07-29,Christopher Schmidt,Consumer,Canada,North America,Furniture,Mesh Back Task Chair,1,264.5,25,198.38,7.24,32.44,Credit Card,198.38,198.38,True,2024,7,July,3,0.16352454884564976,0.036495614477265854
ORD-11982,2024-07-29,William Moreau,Consumer,United States,North America,Furniture,Floating Wall Shelves Set,1,43.48,0,43.48,6.89,10.5,Bank Transfer,43.48,43.48,True,2024,7,July,3,0.24149034038638456,0.15846366145354185
ORD-10263,2024-08-01,Felix Romano,Consumer,France,Europe,Technology,Laptop Stand Adjustable,2,51.5,0,103.0,9.3,37.05,Credit Card,103.0,103.0,True,2024,8,August,3,0.35970873786407764,0.09029126213592234
ORD-10066,2024-08-02,Hanna Ali,Home Office,United Kingdom,Europe,Office Supplies,Stapler Full-Size,4,14.54,15,49.44,12.57,10.7,Paypal,49.44,49.44,True,2024,8,August,3,0.21642394822006472,0.254247572815534
ORD-10799,2024-08-03,Susan Schmidt,Consumer,United Kingdom,Europe,Furniture,Folding Table Portable,3,75.05,0,225.15,12.4,77.66,Paypal,225.15,225.15,True,2024,8,August,3,0.3449256051521208,0.05507439484787919
ORD-11203,2024-08-03,Amir Ali,Consumer,India,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,4,39.58,5,150.4,11.02,60.22,Paypal,150.4,150.4,True,2024,8,August,3,0.4003989361702127,0.07327127659574467
ORD-11849,2024-08-04,Christopher Leroy,Consumer,United States,North America,Technology,Portable External SSD 1TB,7,102.39,5,680.89,13.51,273.18,Paypal,680.89,680.89,True,2024,8,August,3,0.4012101807927859,0.01984167780405058
ORD-10867,2024-08-05,Hans Hassan,Corporate,Argentina,South America,Clothing & Accessories,Polarized Sunglasses,2,54.24,15,92.21,12.61,25.36,Credit Card,92.21,92.21,True,2024,8,August,3,0.27502440082420565,0.13675306365903916
ORD-11698,2024-08-05,Layla Zhang,Corporate,United States,North America,Office Supplies,Stapler Full-Size,2,7.92,0,15.84,8.07,0.64,Paypal,15.84,15.84,True,2024,8,August,3,0.04040404040404041,0.509469696969697
ORD-10213,2024-08-06,Sarah Harris,Consumer,Mexico,North America,Office Supplies,Premium Notebook Set A5,4,22.41,5,85.16,11.14,33.68,Paypal,85.16,85.16,True,2024,8,August,3,0.3954908407703147,0.1308125880695162
ORD-10311,2024-08-06,Noah Hassan,Consumer,Japan,Asia Pacific,Office Supplies,Sticky Notes Multicolor 6-Pack,2,7.5,10,13.5,11.22,-4.47,Paypal,13.5,13.5,True,2024,8,August,3,-0.3311111111111111,0.8311111111111111
ORD-11049,2024-08-06,Priya Schmidt,Consumer,Australia,Asia Pacific,Technology,USB-C Hub Multiport Adapter,1,34.53,0,34.53,10.15,5.39,Paypal,34.53,34.53,True,2024,8,August,3,0.1560961482768607,0.29394729220967275
ORD-10018,2024-08-07,Amir Smith,Home Office,Canada,North America,Furniture,Floating Wall Shelves Set,3,76.33,0,228.99,7.81,83.79,Credit Card,228.99,228.99,True,2024,8,August,3,0.3659111751604874,0.034106292851216205
ORD-10475,2024-08-07,Chen Anderson,Corporate,Mexico,North America,Technology,USB-C Hub Multiport Adapter,4,57.77,15,196.42,8.23,61.1,Credit Card,196.42,196.42,True,2024,8,August,3,0.3110681193361165,0.041900010182262505
ORD-11726,2024-08-08,Raj Patel,Corporate,Canada,North America,Office Supplies,Stapler Full-Size,2,10.66,5,20.25,8.06,2.6,Credit Card,20.25,20.25,True,2024,8,August,3,0.12839506172839507,0.3980246913580247
ORD-11892,2024-08-08,Mary Oliveira,Consumer,South Korea,Asia Pacific,Clothing & Accessories,Travel Backpack 30L,3,40.65,5,115.85,13.02,41.86,Paypal,115.85,115.85,True,2024,8,August,3,0.3613293051359517,0.11238670694864049
ORD-10294,2024-08-09,Christopher Brown,Corporate,United States,North America,Office Supplies,Desk Calendar 2025,4,17.75,5,67.45,13.03,22.47,Credit Card,67.45,67.45,True,2024,8,August,3,0.3331356560415122,0.19318013343217197
